TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AccountTransactionCount,SpendRatio,Anomaly
61.62,Debit,Online,57,Doctor,19,1,8365.37,9,0.007366081826188103,0
58.77,Debit,Online,27,Engineer,191,1,7261.7,5,0.008093146221830775,0
538.13,Debit,ATM,62,Retired,165,1,5008.59,8,0.10744141543340259,0
177.05,Debit,Branch,24,Student,235,1,4287.82,3,0.041291378739566086,0
403.01,Debit,Online,63,Doctor,286,3,10513.52,9,0.03833254700772667,0
719.76,Debit,Branch,19,Student,190,1,690.52,9,1.0423448844009604,0
163.22,Debit,Online,26,Student,217,1,1788.27,7,0.0912725701864228,0
242.85,Debit,Online,42,Engineer,93,1,4672.8,12,0.05197098088518451,0
291.22,Credit,Online,41,Engineer,100,1,3677.63,4,0.07918686741410401,0
56.52,Debit,ATM,42,Engineer,152,1,6911.2,5,0.00817802985273465,0
195.8,Debit,Online,39,Doctor,186,1,12027.68,7,0.01627911615849514,0
66.76,Credit,Branch,36,Doctor,44,1,184.72,9,0.36141184704353363,0
190.9,Debit,Online,28,Student,40,1,101.25,4,1.8854319125499346,0
106.99,Debit,Branch,38,Engineer,152,1,5771.4,7,0.018537963027102675,0
655.81,Debit,ATM,55,Retired,164,2,4539.99,4,0.1444518597079468,0
107.1,Credit,Online,25,Student,175,1,193.8,4,0.5526315504318084,0
79.92,Debit,ATM,44,Engineer,274,2,9138.76,5,0.008745168919256913,0
430.83,Debit,Branch,18,Student,292,1,941.49,4,0.45760443066198864,0
235.34,Debit,Branch,26,Student,68,1,566.83,4,0.4151862037085863,0
86.35,Credit,Branch,52,Retired,24,1,1550.48,7,0.05569243037193365,0
337.99,Debit,ATM,70,Doctor,115,1,9038.63,5,0.03739394129708381,0
577.13,Credit,Branch,40,Engineer,66,1,6640.51,8,0.0869104931896639,0
213.33,Debit,ATM,52,Retired,161,1,5400.44,5,0.039502336773480806,0
54.52,Debit,Branch,32,Doctor,164,1,6980.98,9,0.007809791737249224,0
100.13,Debit,Branch,57,Doctor,168,1,5209.16,5,0.019221909061687664,0
883.92,Credit,Online,53,Retired,129,1,2342.64,4,0.3773178961457249,0
69.8,Credit,Branch,27,Student,138,1,136.77,4,0.5103457987610003,0
768.94,Debit,Branch,64,Retired,53,1,6860.18,8,0.11208743777555774,0
179.62,Debit,Online,24,Student,119,1,409.26,9,0.43888969264307065,0
425.91,Debit,ATM,23,Student,47,1,383.58,7,1.1103550469170698,0
263.34,Debit,ATM,64,Retired,55,1,2411.02,6,0.1092234817246498,0
113.03,Credit,Online,36,Doctor,12,1,6756.13,9,0.016729991849283553,0
11.02,Debit,Online,42,Doctor,42,1,7879.66,6,0.0013985374985741295,0
865.17,Debit,Branch,24,Student,161,1,9297.5,4,0.09305404668668561,0
152.0,Debit,ATM,51,Engineer,63,1,7531.43,7,0.02018209022697935,0
270.39,Debit,ATM,25,Student,104,1,899.15,7,0.30071734081390933,0
246.41,Debit,ATM,54,Retired,23,1,1431.6,5,0.17212209994326558,0
336.84,Debit,ATM,22,Student,100,1,4500.26,5,0.07484900855761886,0
261.45,Credit,Online,50,Engineer,96,1,6735.74,9,0.03881533426347315,0
99.98,Credit,Online,73,Retired,152,1,3037.97,8,0.03291013396146067,0
400.69,Debit,Online,32,Engineer,26,1,9040.33,7,0.04432249702795971,0
411.47,Debit,ATM,26,Student,120,1,796.63,3,0.5165133058444535,0
204.63,Debit,Online,52,Engineer,92,1,9199.52,6,0.022243551813308136,0
421.56,Debit,Online,53,Engineer,144,1,8037.87,5,0.05244673022523787,0
193.38,Debit,ATM,18,Student,285,1,1081.79,4,0.17875927695061633,0
377.04,Debit,ATM,34,Engineer,64,1,3812.87,12,0.09888614062665095,0
54.1,Credit,Branch,28,Engineer,17,1,940.91,6,0.05749752837681045,0
18.1,Debit,ATM,57,Retired,66,1,6474.34,6,0.002795651753235617,0
408.62,Credit,Online,48,Engineer,159,1,2498.48,6,0.16354743618701195,0
162.1,Debit,Branch,64,Doctor,221,1,9578.74,9,0.01692289380761677,0
165.31,Debit,ATM,49,Doctor,28,1,7346.66,5,0.02250138154957303,0
267.48,Debit,ATM,21,Student,159,2,811.86,5,0.32946566736302235,0
856.9,Debit,Branch,36,Engineer,150,1,8579.69,9,0.0998754033072577,0
433.9,Debit,Online,65,Doctor,37,1,9013.1,9,0.048141039100707814,0
271.22,Credit,ATM,45,Doctor,87,1,6863.02,8,0.03951904549379276,0
307.68,Credit,Online,75,Retired,162,1,2052.84,7,0.14988016528380113,0
348.17,Debit,ATM,21,Student,181,1,1887.84,9,0.18442770476084996,0
43.1,Debit,Branch,25,Student,102,1,6944.9,7,0.0062059928779305785,0
557.78,Credit,Branch,26,Student,102,1,1289.48,5,0.43256195960726834,0
325.6,Debit,ATM,69,Doctor,88,1,13777.1,3,0.02363342065918559,0
235.83,Credit,Online,53,Engineer,169,1,4120.75,5,0.05722987306381151,0
603.54,Debit,Online,44,Doctor,26,1,10517.47,7,0.05738452302941247,0
270.25,Debit,ATM,31,Engineer,42,1,5414.97,9,0.049907940302701695,0
123.38,Debit,Online,59,Doctor,40,1,13542.41,4,0.009110638350846977,0
577.12,Debit,ATM,39,Engineer,69,1,5265.88,4,0.10959611668022037,0
92.24,Debit,Branch,60,Engineer,93,1,6937.48,7,0.013295894167196311,0
856.21,Credit,Branch,33,Doctor,109,1,12690.79,10,0.06746703706588239,0
251.54,Debit,Branch,48,Doctor,177,1,254.75,9,0.9873993724278951,0
28.63,Debit,Branch,56,Retired,146,1,3382.91,8,0.008463127873744414,0
185.97,Debit,Online,23,Student,19,1,1776.91,4,0.10465921118875345,0
243.08,Credit,Online,24,Student,93,1,131.25,5,1.8520379541304417,0
